1239, 5
190, 2
190, 5
191, 2
191, 5
192, 2
192, 5
193, 2
194, 2
707, 5
1011, 2
195, 2
857, 4
858, 5
708, 3
1323, 5
859, 2
1012, 3
709, 3
1013, 2
196, 2
860, 4
861, 4
440, 5
1109, 2
862, 4
862, 5
1324, 4
197, 4
198, 4
863, 3
1465, 5
864, 1
864, 2
864, 3
864, 4
864, 5
710, 3
710, 5
199, 4
711, 5
200, 2
200, 5
201, 4
865, 5
1325, 1
202, 2
1240, 5
203, 1
203, 2
203, 4
203, 5
866, 5
867, 2
204, 4
712, 5
205, 2
1014, 2
1014, 3
1014, 5
206, 2
868, 2
869, 2
207, 2
207, 4
207, 5
1015, 2
208, 4
209, 2
209, 4
209, 5
1466, 5
210, 2
210, 4
210, 5
713, 4
713, 5
1, 1
1, 2
1, 3
1, 4
1, 5
1016, 1
1016, 2
1016, 4
441, 1
441, 4
1467, 1
1017, 3
1017, 4
1110, 4
1111, 4
1468, 2
870, 1
870, 2
870, 4
870, 5
1112, 3
1241, 1
1241, 4
1241, 5
871, 2
871, 4
871, 5
442, 4
443, 4
444, 5
445, 2
1326, 4
1327, 4
1328, 4
211, 2
211, 3
1113, 4
1114, 3
1242, 5
872, 2
2, 1
2, 2
2, 3
2, 4
2, 5
446, 1
1018, 2
447, 2
447, 4
448, 2
448, 3
1329, 2
3, 1
3, 2
3, 3
873, 5
4, 2
4, 5
5, 1
5, 4
212, 1
212, 4
1019, 2
1019, 3
213, 2
213, 3
213, 4
213, 5
449, 2
449, 4
1243, 4
450, 4
1330, 2
1115, 4
1116, 1
1116, 2
1116, 3
1116, 4
1116, 5
451, 2
1117, 2
452, 4
214, 3
214, 4
6, 2
6, 3
6, 4
6, 5
215, 4
453, 4
1469, 5
1118, 3
216, 4
454, 4
455, 5
7, 1
7, 2
7, 3
7, 4
7, 5
456, 2
456, 3
874, 2
874, 5
457, 2
457, 4
217, 1
217, 2
217, 4
217, 5
8, 1
8, 4
8, 5
458, 2
458, 3
714, 1
1119, 1
1119, 3
459, 4
9, 1
9, 2
9, 3
9, 4
9, 5
1331, 1
218, 2
218, 3
218, 4
10, 1
10, 5
1470, 4
460, 1
460, 2
460, 3
460, 4
1120, 2
1120, 4
715, 1
715, 4
219, 3
220, 2
220, 4
461, 5
716, 2
716, 4
462, 1
462, 2
462, 3
462, 4
463, 3
463, 4
717, 2
717, 3
718, 5
1471, 4
464, 4
221, 5
719, 4
719, 5
875, 2
875, 3
465, 5
1472, 4
222, 4
1473, 4
11, 2
11, 4
11, 5
466, 5
1474, 2
1474, 4
1474, 5
12, 1
12, 2
12, 3
12, 4
12, 5
876, 3
876, 5
467, 4
1332, 3
13, 2
1244, 4
720, 3
468, 2
468, 4
14, 1
14, 2
14, 3
14, 4
14, 5
1333, 2
1475, 2
721, 1
721, 4
469, 3
469, 4
469, 5
877, 2
722, 2
722, 4
878, 4
15, 1
15, 2
15, 3
15, 4
15, 5
1121, 2
1121, 3
879, 4
16, 1
16, 2
16, 3
1122, 2
470, 2
1476, 1
1123, 3
1477, 4
723, 5
724, 5
471, 1
471, 5
223, 2
223, 3
223, 4
223, 5
472, 2
473, 5
474, 1
474, 4
474, 5
1478, 4
880, 2
880, 3
880, 4
725, 2
725, 5
1124, 2
224, 3
224, 4
224, 5
1020, 2
1020, 4
17, 1
17, 3
17, 4
17, 5
18, 1
18, 2
18, 3
18, 4
18, 5
1021, 2
1021, 4
1334, 2
726, 2
726, 4
726, 5
225, 2
19, 1
19, 2
19, 3
19, 4
19, 5
226, 2
227, 3
881, 2
881, 3
727, 2
727, 5
20, 1
20, 2
20, 4
728, 5
228, 4
475, 4
475, 5
476, 4
1335, 4
1125, 5
21, 1
21, 2
21, 3
21, 4
21, 5
1022, 5
882, 3
883, 5
729, 1
729, 4
729, 5
1336, 4
1337, 4
1338, 4
884, 5
730, 1
730, 2
730, 3
730, 4
730, 5
22, 1
22, 2
22, 3
22, 4
22, 5
885, 5
731, 2
731, 3
731, 4
731, 5
23, 1
23, 2
23, 3
23, 4
23, 5
24, 1
24, 4
477, 3
1479, 2
229, 2
230, 2
1480, 4
231, 1
231, 2
231, 3
1481, 1
478, 1
479, 5
1126, 1
