1465, 5
864, 4
203, 4
207, 4
207, 5
1466, 5
1, 1
1, 2
1, 3
1, 4
1, 5
1016, 1
1016, 4
1467, 1
1468, 2
1241, 4
1241, 5
444, 5
213, 2
213, 4
213, 5
449, 2
1116, 2
1116, 4
1116, 5
215, 4
1469, 5
7, 1
7, 2
7, 3
7, 4
7, 5
456, 2
217, 1
217, 2
217, 4
8, 4
9, 2
9, 3
9, 4
9, 5
218, 3
1470, 4
1120, 4
716, 4
463, 4
1471, 4
1472, 4
1473, 4
1474, 2
1474, 4
1474, 5
12, 2
12, 3
12, 4
12, 5
14, 1
14, 2
14, 3
14, 4
14, 5
1475, 2
469, 5
15, 1
15, 2
15, 3
15, 4
15, 5
16, 3
1476, 1
1477, 4
471, 1
1478, 4
224, 3
17, 4
18, 1
18, 2
18, 3
18, 4
18, 5
726, 5
19, 1
19, 4
19, 5
731, 2
731, 4
23, 2
23, 5
1479, 2
1480, 4
1481, 1
480, 3
480, 4
25, 2
25, 3
25, 4
1482, 2
481, 4
1483, 4
482, 4
26, 3
26, 4
732, 4
1484, 1
1484, 4
485, 1
236, 4
236, 5
736, 4
736, 5
1485, 4
1486, 2
237, 4
29, 2
29, 4
491, 2
1487, 2
1488, 4
1489, 2
1490, 2
892, 3
892, 4
742, 2
742, 4
1249, 3
1250, 3
1491, 4
35, 4
895, 4
36, 4
36, 5
1251, 4
244, 3
1492, 4
1492, 5
1493, 4
247, 2
247, 5
1494, 4
1495, 2
1496, 2
1497, 4
750, 3
508, 4
508, 5
252, 4
253, 2
253, 3
253, 5
1498, 3
42, 2
42, 5
512, 5
43, 4
910, 3
44, 4
44, 5
45, 4
46, 3
46, 4
51, 4
1499, 4
759, 2
1500, 4
913, 5
915, 2
915, 4
1501, 4
1502, 4
1503, 3
1162, 3
54, 2
54, 4
54, 5
916, 2
57, 4
60, 2
1504, 2
923, 2
1505, 1
1505, 2
1505, 3
1505, 4
1505, 5
1506, 4
1507, 1
1508, 2
1509, 2
1510, 2
1510, 4
776, 2
64, 5
1511, 2
534, 4
65, 3
65, 4
65, 5
777, 4
66, 3
67, 2
